Tool_Name_Raw,Tool_Name_Standardised,LLM_Service,LLM_Model,Harness,Run_Quality,Journal,Article_Title,Article_Authors,Issue_Number,Year,URL_DOI,Discovery_Context,Sheet_Name,Additional_Notes,Verification_Status,Extraction_Completeness
OxCal (shoredate: An R package for shoreline dating coastal Stone Age sites),OxCal,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,shoredate: An R package for shoreline dating coastal Stone Age sites (Journal of Open Source Software: shoredate: An R package for shoreline dating coastal Stone Age sites),Isak Roalkvam,85,2023,https://joss.theoj.org/papers/10.21105/joss.05337,Mentioned,JOSS-secondpass (much better),"Duplicate - widely used radiocarbon calibration software (Bronk Ramsey, Oxford). Mentioned in shoredate paper.",CONFIRMED,COMPLETE
straditize (Journal of Open Source Software: straditize: Digitizing stratigraphic diagrams),straditize,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,straditize: Digitizing stratigraphic diagrams (Journal of Open Source Software: straditize: Digitizing stratigraphic diagrams),Philipp S. Sommer; Dilan Rech; Manuel Chevalier; Basil A. S. Davis,34,2019,https://joss.theoj.org/papers/10.21105/joss.01216,Primary,JOSS-secondpass (much better),Real Python package for digitising stratigraphic/pollen diagrams semi-automatically. Primary tool in JOSS 2019 paper.,CONFIRMED,COMPLETE
tabula,tabula,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,"tabula: An R Package for Analysis, Seriation, and Visualization of Archaeological Count Data (Journal of Open Source Software: tabula: An R Package for Analysis, Seriation, and Visualization of Archaeological Count Data)",Nicolas Frerebeau,44,2019,https://joss.theoj.org/papers/10.21105/joss.01821,Primary,JOSS-secondpass (much better),Duplicate - real R package (tesselle project) for archaeological count data analysis. Primary tool in JOSS 2019 paper.,CONFIRMED,COMPLETE
ade4,ade4,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,"tabula: An R Package for Analysis, Seriation, and Visualization of Archaeological Count Data (Journal of Open Source Software: tabula: An R Package for Analysis, Seriation, and Visualization of Archaeological Count Data)",Nicolas Frerebeau,44,2019,https://joss.theoj.org/papers/10.21105/joss.01821,Mentioned,JOSS-secondpass (much better),"Generic R package for ecological data analysis (multivariate methods, ordination). Not research-specific - general statistics tool.; Corrected from MISATTRIBUTED: successful metadata evaluation confirms research tool status (ade4)",CONFIRMED,COMPLETE
SpadeR,SpadeR,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,"tabula: An R Package for Analysis, Seriation, and Visualization of Archaeological Count Data (Journal of Open Source Software: tabula: An R Package for Analysis, Seriation, and Visualization of Archaeological Count Data)",Nicolas Frerebeau,44,2019,https://joss.theoj.org/papers/10.21105/joss.01821,Mentioned,JOSS-secondpass (much better),Generic R package for species diversity estimation (ecology). Not research-specific - general biodiversity tool.; Corrected from MISATTRIBUTED: successful metadata evaluation confirms research tool status (SpadeR),CONFIRMED,COMPLETE
"vegan (tabula: An R Package for Analysis, Seriation, and Visualization of Archaeological Count Data)",vegan,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,"tabula: An R Package for Analysis, Seriation, and Visualization of Archaeological Count Data (Journal of Open Source Software: tabula: An R Package for Analysis, Seriation, and Visualization of Archaeological Count Data)",Nicolas Frerebeau,44,2019,https://joss.theoj.org/papers/10.21105/joss.01821,Mentioned,JOSS-secondpass (much better),Generic R package for community ecology analysis (vegetation analysis). Not research-specific - general ecological statistics tool.; Corrected from MISATTRIBUTED: successful metadata evaluation confirms research tool status (vegan),CONFIRMED,COMPLETE
Heurist,Heurist,Perplexity Deep Research,Perplexity Pro,Perplexity (web),synthetic-prompt,Multiple,,,,,https://heuristnetwork.org https://github.com/HeuristNetwork/heurist https://heurist.sydney.edu.au,Primary,Perplexity-SyntheticPrompt-DR,Research database platform for humanities and archaeology (University of Sydney). Multi-interface framework with AI agents.,CONFIRMED,PARTIAL
stratigraphr,stratigraphr,Perplexity Deep Research,Perplexity Pro,Perplexity (web),synthetic-prompt,Multiple,,,,,https://stratigraphr.joeroe.io https://github.com/joeroe/stratigraphr,Primary,Perplexity-SyntheticPrompt-DR,Duplicate - real R package on GitHub (joeroe) for archaeological stratigraphy and chronological sequences. Early development stage.,CONFIRMED,PARTIAL
ArchAIDE,ArchAIDE,Perplexity Deep Research,Perplexity Pro,Perplexity (web),synthetic-prompt,Multiple,,,,,https://archaide.eu https://github.com/barak-itkin/archaide-software,Primary,Perplexity-SyntheticPrompt-DR,Real EU H2020 project (2016-2019) for pottery recognition using AI/deep learning. GitHub: barak-itkin/archaide-software.,CONFIRMED,PARTIAL
ARCHIS,ARCHIS,Perplexity Deep Research,Perplexity Pro,Perplexity (web),synthetic-prompt,Multiple,,,,,https://archis.cultureelerfgoed.nl,Primary,Perplexity-SyntheticPrompt-DR,Real Dutch national archaeological information system (Rijksdienst voor het Cultureel Erfgoed). Proprietary national database.,CONFIRMED,PARTIAL
iDig,iDig,Perplexity Deep Research,Perplexity Pro,Perplexity (web),synthetic-prompt,Multiple,,,,,https://www.idigbio.org,Primary,Perplexity-SyntheticPrompt-DR,"Real iOS app for archaeological field recording developed for Athenian Agora excavations. Discovery URL WRONG - iDigBio is biodiversity, actual app at idig.tips.",CONFIRMED,PARTIAL
Gephi,Gephi,Perplexity Deep Research,Perplexity Pro,Perplexity (web),synthetic-prompt,Multiple,,,,,https://gephi.org,Primary,Perplexity-SyntheticPrompt-DR,Generic open-source network analysis and visualisation software. Not research-specific - general tool used across disciplines.; Corrected from MISATTRIBUTED: successful metadata evaluation confirms research tool status (Gephi),CONFIRMED,PARTIAL
Bwigg,Bwigg,Perplexity Deep Research,Perplexity Pro,Perplexity (web),synthetic-prompt,Multiple,,,,,https://software.broadinstitute.org,Primary,Perplexity-SyntheticPrompt-DR,"Real Bayesian wiggle-matching software for radiocarbon dating (Christen 2003, IA issue 13). Discovery URL WRONG - Broad Institute is genomics, unrelated.",CONFIRMED,PARTIAL
Arch-I-Scan,Arch-I-Scan,Perplexity Deep Research,Perplexity Pro,Perplexity (web),synthetic-prompt,Multiple,,,,,https://archiscan.cam.ac.uk,Primary,Perplexity-SyntheticPrompt-DR,Real Cambridge project (Cambridge Archaeological AI) for lithic analysis using convolutional neural networks.,CONFIRMED,PARTIAL
SAGAscape,SAGAscape,Perplexity Deep Research,Perplexity Pro,Perplexity (web),synthetic-prompt,Multiple,,,,,https://sagascape.uni-koeln.de,Primary,Perplexity-SyntheticPrompt-DR,"Real agent-based model for archaeology (Sagalassos project, southwest Turkey). Published JCAA 2022. Written in NetLogo v6.1.1.",CONFIRMED,PARTIAL
CAinterprTools (R package for Correspondence Analysis in archaeology),CAinterprTools,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),access-fail,SoftwareX,CAinterprTools: An R package to help interpreting Correspondence Analysis' results,Gianmarco Alberti,Volume 1–2,2015,https://doi.org/10.1016/j.softx.2015.07.001,Primary,SoftwareX-run1-accessFail,Verified: Real CRAN package (Gianmarco Alberti) for Correspondence Analysis in archaeology + SoftwareX article 2015.,CONFIRMED,COMPLETE
tgcd (R package for thermoluminescence dating analysis),tgcd,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),access-fail,SoftwareX,tgcd: An R package for analyzing thermoluminescence glow curves,Jun Peng; ZhiBao Dong; FengQing Han,Volume 5,2016,https://doi.org/10.1016/j.softx.2016.12.005,Primary,SoftwareX-run1-accessFail,Verified: Real CRAN package for thermoluminescence glow curve analysis + SoftwareX article 2016.,CONFIRMED,COMPLETE
FAIMS Mobile (Android field data capture platform for archaeology),FAIMS Mobile,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),access-fail,SoftwareX,"FAIMS Mobile: Flexible, open-source software for field research",Brian Ballsun‑Stanton; Shawn A. Ross; Adela Sobotkova; Penny Crook,Volume 7,2018,https://doi.org/10.1016/j.softx.2017.12.006,Primary,SoftwareX-run1-accessFail,Verified: Real SoftwareX article + active platform,CONFIRMED,COMPLETE
"MICA (curve alignment software, used in dendrochronology for historical wood analysis)",MICA,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),access-fail,SoftwareX,MICA: Multiple interval-based curve alignment,Martin Mann; Hans‑Peter Kahle; Matthias Beck; Bela J. Bender; Heinrich Spiecker; Rolf Backofen,Volume 7,2018,https://doi.org/10.1016/j.softx.2018.02.003,Primary,SoftwareX-run1-accessFail,Verified: Real SoftwareX article for dendrochronology,CONFIRMED,COMPLETE
CulSim (agent-based simulation of cultural dynamics for anthropology),CulSim,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),access-fail,SoftwareX,CulSim: A simulator of emergence and resilience of cultural diversity,Roberto Ulloa,Volume 5,2016,https://doi.org/10.1016/j.softx.2016.07.005,Primary,SoftwareX-run1-accessFail,Verified: Real SoftwareX article for cultural dynamics ABM,CONFIRMED,COMPLETE
movecost (R package for least-cost path analysis in archaeological landscape studies),movecost,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),access-fail,SoftwareX,movecost: An R package for calculating accumulated slope-dependent anisotropic cost-surfaces and least-cost paths,Gianmarco Alberti,Volume 10,2019,https://doi.org/10.1016/j.softx.2019.10.002,Primary,SoftwareX-run1-accessFail,Verified: Real CRAN package + SoftwareX article,CONFIRMED,COMPLETE
Cloud2FEM (finite-element mesh generator for heritage building point clouds),Cloud2FEM,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),access-fail,SoftwareX,Cloud2FEM: A finite element mesh generator based on point clouds of existing/historical structures,Giovanni Castellazzi; Nicolò Lo Presti; Antonio Maria D'Altri; Stefano de Miranda,18,2022,https://doi.org/10.1016/j.softx.2022.101099,Primary,SoftwareX-run1-accessFail,Verified: SoftwareX 2022 + GitHub repo,CONFIRMED,COMPLETE
Image2DEM (image-based 3D model builder for historic masonry structures),Image2DEM,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),access-fail,SoftwareX,Image2DEM: A geometrical digital twin generator for the detailed structural analysis of existing masonry infrastructure stock,Dimitrios Loverdos; Vasilis Sarhosis,22,2023,https://doi.org/10.1016/j.softx.2023.101323,Primary,SoftwareX-run1-accessFail,Verified: SoftwareX 2023 (Loverdos & Sarhosis),CONFIRMED,COMPLETE
ArchaeoViz (web-based spatial data visualization for archaeology),ArchaeoViz,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),access-fail,SoftwareX,ArchaeoViz: A web platform for the visual analysis of archaeological spatial data,Loïc Remy; Cédric Verna; Thomas Perrin,14,2021,https://doi.org/10.1016/j.softx.2021.100658,Primary,SoftwareX-run1-accessFail,Verified: Real CRAN package + SoftwareX article,CONFIRMED,COMPLETE
"Hyperspectral Image Analysis Toolbox (used for historic document analysis, but archaeological applications unclear)",Hyperspectral Image Analysis Toolbox,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),access-fail,SoftwareX,Hyperspectral Image Analysis Toolbox for Cultural Heritage Applications,Maria Carcagnì; Andrea Calia; Giuseppe F. Cardone; Davide De Ceglia; Nicola Masciullo,12,2020,https://doi.org/10.1016/j.softx.2020.100610,Primary,SoftwareX-run1-accessFail,"DOI hijacking confirmed: DOI 10.1016/j.softx.2020.100610 belongs to XDrift (R package for pesticide spray-drift simulation by Bub et al., SoftwareX 2020). No 'Hyperspectral Image Analysis Toolbox' for cultural heritage exists. Checked: GitHub, CRAN, web search.",CONFABULATION,COMPLETE
"ringR (R package for dendrochronology, relevant to historical sciences but lacks direct archaeology mention)",ringR,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),access-fail,SoftwareX,ringR: An R package for analyzing and modeling tree-ring growth,David A. Falk; Meelis Pensa; Mari Masing; Kim A. D. Coelho,9,2019,https://doi.org/10.1016/j.softx.2019.100325,Primary,SoftwareX-run1-accessFail,"Confabulation confirmed: DOI 10.1016/j.softx.2019.100325 belongs to LyapXool (C++ Lyapunov functions program). No R package 'ringR' exists - checked CRAN (not found), GitHub (not found). Main dendro package is dplR.",CONFABULATION,COMPLETE
"SimLex (historical linguistics modeling, but not explicitly used in archaeology)",SimLex,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),access-fail,SoftwareX,SimLex: A computational model for simulating lexical change over time,Johannes Dellert; Gerhard Jäger,6,2017,https://doi.org/10.1016/j.softx.2017.06.001,Primary,SoftwareX-run1-accessFail,"DOI hijacking confirmed: DOI 10.1016/j.softx.2017.06.001 belongs to FLBEIA (fisheries bio-economic modelling). Dellert & Jäger created NorthEuraLex (lexical database), not 'SimLex'. SimLex-999 is a separate dataset by Hill et al. for semantic similarity evaluation.",CONFABULATION,COMPLETE
